archive,path,status,baseline_archive,bytes,member_date
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Luckpenalty.xdb,added,,1032,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Luckpenalty2.xdb,added,,1034,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Luckpenalty3.xdb,added,,1034,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Moralebonus.xdb,added,,1035,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Moralebonus2.xdb,added,,1037,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Moralebonus3.xdb,added,,1037,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Moralepenalty.xdb,added,,1040,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Moralepenalty2.xdb,added,,1042,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/Spell/Universe_mod/AMEffects/Moralepenalty3.xdb,added,,1042,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_2/ObsidianParapet.xdb,changed,data.pak,964,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_2/StoneParapet.xdb,changed,data.pak,847,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_4/ArchmageTower.xdb,changed,data.pak,948,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_4/MageTower.xdb,changed,data.pak,983,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_5/AltarOfWishes.xdb,changed,data.pak,964,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_5/PinnacleOfWishes.xdb,changed,data.pak,844,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_6/GoldenPavilion.xdb,changed,data.pak,968,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_6/SilverPavilion.xdb,changed,data.pak,861,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_7/CloudTemple.xdb,changed,data.pak,838,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Dwelling_7/ThundercloudTemple.xdb,changed,data.pak,946,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Fort/Castle.xdb,changed,data.pak,911,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Fort/Citadel.xdb,changed,data.pak,909,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Fort/Fort.xdb,changed,data.pak,821,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Magic_Guild/Magic_Guild_1.xdb,changed,data.pak,877,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Marketplace/Resource_Silo.xdb,changed,data.pak,967,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Special_1/Library.xdb,changed,data.pak,976,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Special_2/ArcaneForge.xdb,changed,data.pak,786,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Special_3/ArtifactMerchant.xdb,changed,data.pak,978,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/Special_4/TreasureCave.xdb,changed,data.pak,978,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/TownHall/Capitol.xdb,changed,data.pak,935,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/TownHall/CityHall.xdb,changed,data.pak,939,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Academy/TownHall/TownHall.xdb,changed,data.pak,873,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Blacksmith/Blacksmith.xdb,changed,data.pak,846,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_2/BloodMemorial.xdb,changed,data.pak,953,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_2/BloodStone.xdb,changed,data.pak,837,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_3/Labyrinth.xdb,changed,data.pak,851,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_3/Maze.xdb,changed,data.pak,951,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_4/DarkPastures.xdb,changed,data.pak,842,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_4/WickedPastures.xdb,changed,data.pak,953,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_5/ChaosCavern.xdb,changed,data.pak,954,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_5/DampCavern.xdb,changed,data.pak,855,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_6/MatriarchChambers.xdb,changed,data.pak,961,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_6/MatronChambers.xdb,changed,data.pak,988,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_7/DragonLair.xdb,changed,data.pak,986,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Dwelling_7/DragonThrone.xdb,changed,data.pak,949,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Fort/Castle.xdb,changed,data.pak,911,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Fort/Citadel.xdb,changed,data.pak,909,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Fort/Fort.xdb,changed,data.pak,821,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Magic_Guild/Magic_Guild_1.xdb,same,data.pak,827,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Magic_Guild/Magic_Guild_2.xdb,same,data.pak,915,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Magic_Guild/Magic_Guild_3.xdb,same,data.pak,915,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Magic_Guild/Magic_Guild_4.xdb,same,data.pak,915,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Magic_Guild/Magic_Guild_5.xdb,same,data.pak,915,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Marketplace/Resource_Silo.xdb,changed,data.pak,973,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Special_3/RitualPit.xdb,changed,data.pak,827,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Special_4/TradeGuild.xdb,changed,data.pak,982,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/Special_6/HallOfIntrigue.xdb,changed,data.pak,832,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/TownHall/Capitol.xdb,changed,data.pak,935,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/TownHall/CityHall.xdb,changed,data.pak,939,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dungeon/TownHall/TownHall.xdb,changed,data.pak,856,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Blacksmith/Blacksmith.xdb,changed,data.pak,899,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_2/ThrowingRange.xdb,changed,data.pak,1010,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_2/Woodworks.xdb,changed,data.pak,902,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_3/BearPens.xdb,changed,data.pak,902,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_3/BlackbearPens.xdb,changed,data.pak,1020,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_4/FightingRing.xdb,changed,data.pak,901,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_4/FightningSquare.xdb,changed,data.pak,1016,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_5/RunicSeminary.xdb,changed,data.pak,1050,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_5/RunicUniversity.xdb,changed,data.pak,1019,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_6/ClansHalls.xdb,changed,data.pak,1039,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_6/ClansPalace.xdb,changed,data.pak,1011,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_7/LavaBelch.xdb,changed,data.pak,904,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Dwelling_7/MagmaBelch.xdb,changed,data.pak,1011,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Fort/Castle.xdb,changed,data.pak,964,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Fort/Citadel.xdb,changed,data.pak,963,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Fort/Fort.xdb,changed,data.pak,889,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Magic_Guild/Magic_Guild_1.xdb,changed,data.pak,933,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Marketplace/Resource_Silo.xdb,changed,data.pak,1020,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Special_2/Arena.xdb,changed,data.pak,1026,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Special_3/GuardPost.xdb,changed,data.pak,1029,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Special_4/Stoneworks.xdb,changed,data.pak,1019,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/Special_5/Runic_Academy.xdb,changed,data.pak,1010,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/TownHall/Capitol.xdb,changed,data.pak,984,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/TownHall/CityHall.xdb,changed,data.pak,991,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Dwarves/TownHall/TownHall.xdb,changed,data.pak,908,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_2/Archer_Tower.xdb,changed,data.pak,828,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_2/Marksman_Tower.xdb,changed,data.pak,939,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_3/Barracks.xdb,changed,data.pak,845,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_4/Griffin_Bastion.xdb,changed,data.pak,953,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_4/Griffin_Tower.xdb,changed,data.pak,831,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_5/Cathedral.xdb,changed,data.pak,927,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_5/Monastery.xdb,changed,data.pak,970,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_6/Jousting_Arena.xdb,changed,data.pak,973,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_6/Order_of_Paladins.xdb,changed,data.pak,946,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_7/Altar_of_Heaven.xdb,changed,data.pak,933,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Dwelling_7/Altar_of_Light.xdb,changed,data.pak,961,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Fort/Castle.xdb,changed,data.pak,908,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Fort/Citadel.xdb,changed,data.pak,906,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Fort/Fort.xdb,changed,data.pak,818,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Magic_Guild/Magic_Guild_1.xdb,changed,data.pak,824,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Marketplace/Resource_Silo.xdb,changed,data.pak,956,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Special_1/Training_Grounds.xdb,changed,data.pak,828,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Special_2/Monument_to_Fallen_Heroes.xdb,changed,data.pak,976,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Special_4/Stables.xdb,changed,data.pak,819,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Special_5/Farms.xdb,changed,data.pak,920,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Town_Hall/Capitol.xdb,changed,data.pak,926,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Town_Hall/City_Hall.xdb,changed,data.pak,846,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Haven/Town_Hall/Town_Hall.xdb,changed,data.pak,933,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_2/Demon_Gate.xdb,changed,data.pak,830,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_2/Demon_Portal.xdb,changed,data.pak,948,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_3/Cerberi_Kennels.xdb,changed,data.pak,943,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_3/Kennels.xdb,changed,data.pak,834,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_4/Hall_of_Sins.xdb,changed,data.pak,966,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_4/Hall_of_Temptations.xdb,changed,data.pak,852,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_5/Hell_Chasm.xdb,changed,data.pak,948,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_5/Hell_Hole.xdb,changed,data.pak,833,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_6/Desecrated_Temple.xdb,changed,data.pak,953,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_6/Temple_of_the_Damned.xdb,changed,data.pak,989,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_7/Forsaken_Palace.xdb,changed,data.pak,836,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Dwelling_7/Sinister_Palace.xdb,changed,data.pak,952,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Fort/Castle.xdb,changed,data.pak,906,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Fort/Citadel.xdb,changed,data.pak,904,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Fort/Fort.xdb,changed,data.pak,816,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Magic_Guild/Magic_Guild_1.xdb,changed,data.pak,830,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Marketplace/Resource_Silo.xdb,changed,data.pak,962,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Special_1/Infernal_Loom.xdb,changed,data.pak,826,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Special_2/Brimstone_Clouds.xdb,changed,data.pak,991,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Special_4/Halls_of_Horror.xdb,changed,data.pak,976,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/Special_5/Sacrificial_Pit.xdb,changed,data.pak,833,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/TownHall/Capitol.xdb,changed,data.pak,929,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/TownHall/City_Hall.xdb,changed,data.pak,933,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Inferno/TownHall/Town_Hall.xdb,changed,data.pak,849,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_1/Boneyard.xdb,changed,data.pak,966,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_1/Graveyard.xdb,changed,data.pak,846,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_2/DreadedCrypt.xdb,changed,data.pak,956,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_2/ForgottenCrypt.xdb,changed,data.pak,846,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_3/HauntedTower.xdb,changed,data.pak,955,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_3/RuinedTower.xdb,changed,data.pak,846,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_4/Estate.xdb,changed,data.pak,953,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_4/Mansion.xdb,changed,data.pak,992,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_5/GreatMausoleum.xdb,changed,data.pak,956,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_5/Mausoleum.xdb,changed,data.pak,998,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_6/DarkCathedral.xdb,changed,data.pak,962,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_6/HallOfDarkness.xdb,changed,data.pak,854,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_7/DragonGraveyard.xdb,changed,data.pak,856,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Dwelling_7/DragonVault.xdb,changed,data.pak,974,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Fort/Castle.xdb,changed,data.pak,920,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Fort/Citadel.xdb,changed,data.pak,918,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Fort/Fort.xdb,changed,data.pak,830,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Magic_Guild/Magic_Guild_1.xdb,changed,data.pak,886,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Magic_Guild/Magic_Guild_2.xdb,changed,data.pak,974,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Magic_Guild/Magic_Guild_3.xdb,changed,data.pak,974,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Magic_Guild/Magic_Guild_4.xdb,changed,data.pak,974,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Magic_Guild/Magic_Guild_5.xdb,changed,data.pak,974,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Marketplace/Resource_Silo.xdb,changed,data.pak,981,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Special_/NecromancyAmplifier.xdb,changed,data.pak,1001,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Special_2/unholytemple.xdb,changed,data.pak,845,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Special_3/UnearthedGraves.xdb,changed,data.pak,1003,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/Special_4/DragonTombstone.xdb,changed,data.pak,999,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/TownHall/Capitol.xdb,changed,data.pak,947,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/TownHall/City_Hall.xdb,changed,data.pak,951,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Necromancy/TownHall/Town_Hall.xdb,changed,data.pak,867,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Blacksmith/Blacksmith.xdb,changed,data.pak,849,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_1/FaerieTrees.xdb,changed,data.pak,838,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_2/WoodGuardQuarters.xdb,changed,data.pak,846,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_2/WoodGuardTerraces.xdb,changed,data.pak,960,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_3/HighCabins.xdb,changed,data.pak,843,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_3/HighPalace.xdb,changed,data.pak,954,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_4/RingOfStones.xdb,changed,data.pak,989,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_4/Stonehedge.xdb,changed,data.pak,957,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_5/UnicornArena.xdb,changed,data.pak,960,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_5/UnicornGlade.xdb,changed,data.pak,843,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_6/TreantAlcove.xdb,changed,data.pak,962,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_6/TreantArches.xdb,changed,data.pak,843,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_7/ForestNest.xdb,changed,data.pak,849,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Dwelling_7/GoldenNest.xdb,changed,data.pak,957,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Fort/Castle.xdb,changed,data.pak,914,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Fort/Citadel.xdb,changed,data.pak,912,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Fort/Fort.xdb,changed,data.pak,824,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/MagicGuild/Magic_Guild_1.xdb,changed,data.pak,878,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/MagicGuild/Magic_Guild_2.xdb,changed,data.pak,966,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/MagicGuild/Magic_Guild_3.xdb,changed,data.pak,966,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/MagicGuild/Magic_Guild_4.xdb,changed,data.pak,966,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/MagicGuild/Magic_Guild_5.xdb,changed,data.pak,966,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/MarketPlace/Resource_Silo.xdb,changed,data.pak,970,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Special_0/AvengersGuild.xdb,changed,data.pak,984,2107-12-31-23-59-56
Universe_mod.pak,GameMechanics/TownBuildingSharedStats/Preserve/Special_1/AvengersBrotherhood.xdb,changed,data.pak,986,2107-12-31-23-59-56
